bnet,method,run,rmsd,n_states,n_attractors,update_scheme
n010_048.bnet,random_mc,6.0,0.18621972887564894,512,2,asynchronous
n010_048.bnet,random_mc,7.0,0.17253238230217366,512,2,asynchronous
n010_048.bnet,random_mc,8.0,0.1552602944664703,512,2,asynchronous
n010_048.bnet,random_mc,9.0,0.16730188459109904,512,2,asynchronous
n010_048.bnet,random_mc,10.0,0.1844775215947856,512,2,asynchronous
n010_048.bnet,random_mc,11.0,0.17925135987835278,512,2,asynchronous
n010_048.bnet,random_mc,12.0,0.17475734493073022,512,2,asynchronous
n010_048.bnet,random_mc,13.0,0.16960868046666888,512,2,asynchronous
n010_048.bnet,random_mc,14.0,0.17998099686786373,512,2,asynchronous
n010_048.bnet,random_mc,15.0,0.15895938327896314,512,2,asynchronous
n010_048.bnet,random_mc,16.0,0.17478574666346192,512,2,asynchronous
n010_048.bnet,random_mc,17.0,0.1770064575625771,512,2,asynchronous
n010_048.bnet,random_mc,18.0,0.1834986626522421,512,2,asynchronous
n010_048.bnet,random_mc,19.0,0.17629832969886092,512,2,asynchronous
n010_048.bnet,random_mc,20.0,0.17729448212081197,512,2,asynchronous
n010_048.bnet,random_mc,21.0,0.17060513558942492,512,2,asynchronous
n010_048.bnet,random_mc,22.0,0.1729124858827022,512,2,asynchronous
n010_048.bnet,random_mc,23.0,0.1817970570862019,512,2,asynchronous
n010_048.bnet,random_mc,24.0,0.17569447474536726,512,2,asynchronous
n010_048.bnet,random_mc,25.0,0.17859951033458174,512,2,asynchronous
n010_048.bnet,random_mc,26.0,0.16304095240519736,512,2,asynchronous
n010_048.bnet,random_mc,27.0,0.1707594157666888,512,2,asynchronous
n010_048.bnet,random_mc,28.0,0.18216846002418724,512,2,asynchronous
n010_048.bnet,random_mc,29.0,0.1711499959970707,512,2,asynchronous
n010_049.bnet,sd_mc,,0.007749120305553913,512,4,asynchronous
n010_049.bnet,null_mc,,0.04254764555463869,512,4,asynchronous
n010_049.bnet,ref,,0.413931722287852,512,4,asynchronous
n010_049.bnet,random_mc,0.0,0.03786365019617272,512,4,asynchronous
n010_049.bnet,random_mc,1.0,0.041951254590830274,512,4,asynchronous
n010_049.bnet,random_mc,2.0,0.04737553909799846,512,4,asynchronous
n010_049.bnet,random_mc,3.0,0.03030932569846129,512,4,asynchronous
n010_049.bnet,random_mc,4.0,0.03839548602308081,512,4,asynchronous
n010_049.bnet,random_mc,5.0,0.03711569886075351,512,4,asynchronous
n010_049.bnet,random_mc,6.0,0.040255305627582456,512,4,asynchronous
n010_049.bnet,random_mc,7.0,0.040948150875471406,512,4,asynchronous
n010_049.bnet,random_mc,8.0,0.033015153747635057,512,4,asynchronous
n010_049.bnet,random_mc,9.0,0.0407049661803983,512,4,asynchronous
n010_049.bnet,random_mc,10.0,0.04036957461661405,512,4,asynchronous
n010_049.bnet,random_mc,11.0,0.03848083189982812,512,4,asynchronous
n010_049.bnet,random_mc,12.0,0.033786640738494654,512,4,asynchronous
n010_049.bnet,random_mc,13.0,0.04154246867628522,512,4,asynchronous
n010_049.bnet,random_mc,14.0,0.037860007646409295,512,4,asynchronous
n010_049.bnet,random_mc,15.0,0.04154788927070578,512,4,asynchronous
n010_049.bnet,random_mc,16.0,0.034519655879799424,512,4,asynchronous
n010_049.bnet,random_mc,17.0,0.04314215268449509,512,4,asynchronous
n010_049.bnet,random_mc,18.0,0.040161572915866806,512,4,asynchronous
n010_049.bnet,random_mc,19.0,0.04336117221331924,512,4,asynchronous
n010_049.bnet,random_mc,20.0,0.04721533380407,512,4,asynchronous
n010_049.bnet,random_mc,21.0,0.03745156930827762,512,4,asynchronous
n010_049.bnet,random_mc,22.0,0.03905973373808464,512,4,asynchronous
n010_049.bnet,random_mc,23.0,0.04186108541460988,512,4,asynchronous
n010_049.bnet,random_mc,24.0,0.047133542336043464,512,4,asynchronous
n010_049.bnet,random_mc,25.0,0.04106238029751783,512,4,asynchronous
n010_049.bnet,random_mc,26.0,0.05076672833010516,512,4,asynchronous
n010_049.bnet,random_mc,27.0,0.03632777320310407,512,4,asynchronous
n010_049.bnet,random_mc,28.0,0.040664539815594855,512,4,asynchronous
n010_049.bnet,random_mc,29.0,0.044795924536102406,512,4,asynchronous
n010_051.bnet,sd_mc,,0.13690163597008692,1024,6,asynchronous
n010_051.bnet,null_mc,,0.1071496245839162,1024,6,asynchronous
n010_051.bnet,ref,,0.36945157565624953,1024,6,asynchronous
n010_051.bnet,random_mc,0.0,0.10735101104003465,1024,6,asynchronous
n010_051.bnet,random_mc,1.0,0.1097078669168549,1024,6,asynchronous
n010_051.bnet,random_mc,2.0,0.10751428537338356,1024,6,asynchronous
n010_051.bnet,random_mc,3.0,0.10724363338946576,1024,6,asynchronous
n010_051.bnet,random_mc,4.0,0.106918883064896,1024,6,asynchronous
n010_051.bnet,random_mc,5.0,0.10825884061001345,1024,6,asynchronous
n010_051.bnet,random_mc,6.0,0.10700985016556362,1024,6,asynchronous
n010_051.bnet,random_mc,7.0,0.1064901609819383,1024,6,asynchronous
n010_051.bnet,random_mc,8.0,0.10649795846105829,1024,6,asynchronous
n010_051.bnet,random_mc,9.0,0.10683301522489932,1024,6,asynchronous
n010_051.bnet,random_mc,10.0,0.10634310992788243,1024,6,asynchronous
n010_051.bnet,random_mc,11.0,0.10630602643796264,1024,6,asynchronous
n010_051.bnet,random_mc,12.0,0.10826799359900899,1024,6,asynchronous
n010_051.bnet,random_mc,13.0,0.10732267411546531,1024,6,asynchronous
n010_051.bnet,random_mc,14.0,0.10813912243347952,1024,6,asynchronous
n010_051.bnet,random_mc,15.0,0.10625670954429328,1024,6,asynchronous
n010_051.bnet,random_mc,16.0,0.10712035029822371,1024,6,asynchronous
n010_051.bnet,random_mc,17.0,0.10625776331838371,1024,6,asynchronous
n010_051.bnet,random_mc,18.0,0.1071298709223269,1024,6,asynchronous
n010_051.bnet,random_mc,19.0,0.10824664693985384,1024,6,asynchronous
n010_051.bnet,random_mc,20.0,0.1077955613699574,1024,6,asynchronous
n010_051.bnet,random_mc,21.0,0.10796338947725068,1024,6,asynchronous
n010_051.bnet,random_mc,22.0,0.10743984154072302,1024,6,asynchronous
n010_051.bnet,random_mc,23.0,0.10551400140377508,1024,6,asynchronous
n010_051.bnet,random_mc,24.0,0.10771822642981402,1024,6,asynchronous
n010_051.bnet,random_mc,25.0,0.10771947015183442,1024,6,asynchronous
n010_051.bnet,random_mc,26.0,0.10630306634043293,1024,6,asynchronous
n010_051.bnet,random_mc,27.0,0.10803942780805419,1024,6,asynchronous
n010_051.bnet,random_mc,28.0,0.10704231181847869,1024,6,asynchronous
n010_051.bnet,random_mc,29.0,0.10645199936413759,1024,6,asynchronous
n010_052.bnet,sd_mc,,0.0,2,2,asynchronous
n010_052.bnet,null_mc,,0.0,2,2,asynchronous
n010_052.bnet,ref,,0.0,2,2,asynchronous
n010_052.bnet,random_mc,0.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,1.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,2.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,3.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,4.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,5.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,6.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,7.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,8.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,9.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,10.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,11.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,12.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,13.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,14.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,15.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,16.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,17.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,18.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,19.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,20.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,21.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,22.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,23.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,24.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,25.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,26.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,27.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,28.0,0.0,2,2,asynchronous
n010_052.bnet,random_mc,29.0,0.0,2,2,asynchronous
n010_055.bnet,sd_mc,,0.09201524978836212,512,3,asynchronous
n010_055.bnet,null_mc,,0.01819240211525778,512,3,asynchronous
n010_055.bnet,ref,,0.38755223427052515,512,3,asynchronous
n010_055.bnet,random_mc,0.0,0.01977689494667253,512,3,asynchronous
n010_055.bnet,random_mc,1.0,0.01864612167314555,512,3,asynchronous
n010_055.bnet,random_mc,2.0,0.01890641052830201,512,3,asynchronous
n010_055.bnet,random_mc,3.0,0.022436955596400646,512,3,asynchronous
n010_055.bnet,random_mc,4.0,0.01672807297842958,512,3,asynchronous
n010_055.bnet,random_mc,5.0,0.024968013430244875,512,3,asynchronous
n010_055.bnet,random_mc,6.0,0.007483133768243884,512,3,asynchronous
n010_055.bnet,random_mc,7.0,0.01720072975910179,512,3,asynchronous
n010_055.bnet,random_mc,8.0,0.015958360060016982,512,3,asynchronous
n010_055.bnet,random_mc,9.0,0.018484414888132576,512,3,asynchronous
n010_055.bnet,random_mc,10.0,0.0193861413424001,512,3,asynchronous
n010_055.bnet,random_mc,11.0,0.013317126045395396,512,3,asynchronous
n010_055.bnet,random_mc,12.0,0.02009422778797523,512,3,asynchronous
n010_055.bnet,random_mc,13.0,0.021840436601743268,512,3,asynchronous
n010_055.bnet,random_mc,14.0,0.028968111123559695,512,3,asynchronous
n010_055.bnet,random_mc,15.0,0.014482475182567628,512,3,asynchronous
n010_055.bnet,random_mc,16.0,0.01884077506218197,512,3,asynchronous
n010_055.bnet,random_mc,17.0,0.027788064811643056,512,3,asynchronous
n010_055.bnet,random_mc,18.0,0.025043654273367348,512,3,asynchronous
n010_055.bnet,random_mc,19.0,0.016548084465029193,512,3,asynchronous
n010_055.bnet,random_mc,20.0,0.019189555867289897,512,3,asynchronous
n010_055.bnet,random_mc,21.0,0.020704557752392768,512,3,asynchronous
n010_055.bnet,random_mc,22.0,0.021123939131122798,512,3,asynchronous
n010_055.bnet,random_mc,23.0,0.02450139162131858,512,3,asynchronous
n010_055.bnet,random_mc,24.0,0.012464791993421397,512,3,asynchronous
n010_055.bnet,random_mc,25.0,0.016229560754298076,512,3,asynchronous
n010_055.bnet,random_mc,26.0,0.02286821924680699,512,3,asynchronous
n010_055.bnet,random_mc,27.0,0.018008504589201533,512,3,asynchronous
n010_055.bnet,random_mc,28.0,0.017241612342572432,512,3,asynchronous
n010_055.bnet,random_mc,29.0,0.013380536121913719,512,3,asynchronous
n010_059.bnet,sd_mc,,0.0,128,4,asynchronous
n010_059.bnet,null_mc,,0.0,128,4,asynchronous
n010_059.bnet,ref,,0.3779644730092272,128,4,asynchronous
n010_059.bnet,random_mc,0.0,0.030778051330892793,128,4,asynchronous
n010_059.bnet,random_mc,1.0,0.0018187529541645975,128,4,asynchronous
n010_059.bnet,random_mc,2.0,0.008874654885613903,128,4,asynchronous
n010_059.bnet,random_mc,3.0,0.007751974627082103,128,4,asynchronous
n010_059.bnet,random_mc,4.0,0.004949571901095138,128,4,asynchronous
n010_059.bnet,random_mc,5.0,0.006504817862392604,128,4,asynchronous
n010_059.bnet,random_mc,6.0,0.004127601229778949,128,4,asynchronous
n010_059.bnet,random_mc,7.0,0.01304243746634968,128,4,asynchronous
n010_059.bnet,random_mc,8.0,0.005205749301156089,128,4,asynchronous
n010_059.bnet,random_mc,9.0,0.005099361849137933,128,4,asynchronous
n010_059.bnet,random_mc,10.0,0.015160416866260181,128,4,asynchronous
n010_059.bnet,random_mc,11.0,0.006038004453451629,128,4,asynchronous
n010_059.bnet,random_mc,12.0,0.010447241218608298,128,4,asynchronous
n010_059.bnet,random_mc,13.0,0.03945214096777729,128,4,asynchronous
n010_059.bnet,random_mc,14.0,0.020125754593509095,128,4,asynchronous
n010_059.bnet,random_mc,15.0,0.013960223661109036,128,4,asynchronous
n010_059.bnet,random_mc,16.0,0.005647226621335415,128,4,asynchronous
n010_059.bnet,random_mc,17.0,0.010703091670913059,128,4,asynchronous
n010_059.bnet,random_mc,18.0,0.0033465874466733513,128,4,asynchronous
n010_059.bnet,random_mc,19.0,0.006680143040490888,128,4,asynchronous
n010_059.bnet,random_mc,20.0,0.007228159655852887,128,4,asynchronous
n010_059.bnet,random_mc,21.0,0.008029758615733093,128,4,asynchronous
n010_059.bnet,random_mc,22.0,0.008738546843633914,128,4,asynchronous
n010_059.bnet,random_mc,23.0,0.0018280939561300588,128,4,asynchronous
n010_059.bnet,random_mc,24.0,0.004297589823972825,128,4,asynchronous
n010_059.bnet,random_mc,25.0,0.0035387263989669405,128,4,asynchronous
n010_059.bnet,random_mc,26.0,0.01231034937340858,128,4,asynchronous
n010_059.bnet,random_mc,27.0,0.003954489717023507,128,4,asynchronous
n010_059.bnet,random_mc,28.0,0.013547246931111893,128,4,asynchronous
n010_059.bnet,random_mc,29.0,0.005877170666269691,128,4,asynchronous
n010_060.bnet,sd_mc,,0.1641147425975344,1024,2,asynchronous
n010_060.bnet,null_mc,,0.2455956105533161,1024,2,asynchronous
n010_060.bnet,ref,,0.4363262039941433,1024,2,asynchronous
n010_060.bnet,random_mc,0.0,0.24475562463755512,1024,2,asynchronous
n010_060.bnet,random_mc,1.0,0.2437605167857102,1024,2,asynchronous
n010_060.bnet,random_mc,2.0,0.24516121440406938,1024,2,asynchronous
n010_060.bnet,random_mc,3.0,0.24371075431484915,1024,2,asynchronous
n010_060.bnet,random_mc,4.0,0.24522178607754566,1024,2,asynchronous
n010_060.bnet,random_mc,5.0,0.24364384112337276,1024,2,asynchronous
n010_060.bnet,random_mc,6.0,0.24364960546059694,1024,2,asynchronous
n010_060.bnet,random_mc,7.0,0.24413497505029447,1024,2,asynchronous
n010_060.bnet,random_mc,8.0,0.24999601085540973,1024,2,asynchronous
n010_060.bnet,random_mc,9.0,0.24678637134941667,1024,2,asynchronous
n010_060.bnet,random_mc,10.0,0.2443983575982697,1024,2,asynchronous
n010_060.bnet,random_mc,11.0,0.2459439727426033,1024,2,asynchronous
n010_060.bnet,random_mc,12.0,0.24728311783074955,1024,2,asynchronous
n010_060.bnet,random_mc,13.0,0.2440402458899182,1024,2,asynchronous
n010_060.bnet,random_mc,14.0,0.24558983639929363,1024,2,asynchronous
n010_060.bnet,random_mc,15.0,0.24486109327521804,1024,2,asynchronous
n010_060.bnet,random_mc,16.0,0.24251658323271472,1024,2,asynchronous
n010_060.bnet,random_mc,17.0,0.24286948649930656,1024,2,asynchronous
n010_060.bnet,random_mc,18.0,0.2444298054392553,1024,2,asynchronous
n010_060.bnet,random_mc,19.0,0.24436358249195406,1024,2,asynchronous
n010_060.bnet,random_mc,20.0,0.24464662441901616,1024,2,asynchronous
n010_060.bnet,random_mc,21.0,0.24544829724129708,1024,2,asynchronous
n010_060.bnet,random_mc,22.0,0.24146083351622502,1024,2,asynchronous
n010_060.bnet,random_mc,23.0,0.24639847841161588,1024,2,asynchronous
n010_060.bnet,random_mc,24.0,0.24574103167452108,1024,2,asynchronous
n010_060.bnet,random_mc,25.0,0.24610555408201226,1024,2,asynchronous
n010_060.bnet,random_mc,26.0,0.24423942244230057,1024,2,asynchronous
n010_060.bnet,random_mc,27.0,0.24369374852652492,1024,2,asynchronous
n010_060.bnet,random_mc,28.0,0.2460677426656462,1024,2,asynchronous
n010_060.bnet,random_mc,29.0,0.24494621848962575,1024,2,asynchronous
n010_061.bnet,sd_mc,,0.03714407355051333,128,3,asynchronous
n010_061.bnet,null_mc,,0.09097276424188756,128,3,asynchronous
n010_061.bnet,ref,,0.2762181019632012,128,3,asynchronous
n010_061.bnet,random_mc,0.0,0.0906573790269891,128,3,asynchronous
n010_061.bnet,random_mc,1.0,0.09242602011502614,128,3,asynchronous
n010_061.bnet,random_mc,2.0,0.08077881536548899,128,3,asynchronous
n010_061.bnet,random_mc,3.0,0.09068459219497378,128,3,asynchronous
n010_061.bnet,random_mc,4.0,0.0832913165953374,128,3,asynchronous
n010_061.bnet,random_mc,5.0,0.08077852527107267,128,3,asynchronous
n010_061.bnet,random_mc,6.0,0.0862556891339926,128,3,asynchronous
n010_061.bnet,random_mc,7.0,0.09225680915833305,128,3,asynchronous
n010_061.bnet,random_mc,8.0,0.08461756887334841,128,3,asynchronous
n010_061.bnet,random_mc,9.0,0.09856775610411288,128,3,asynchronous
n010_061.bnet,random_mc,10.0,0.09566394856895524,128,3,asynchronous
n010_061.bnet,random_mc,11.0,0.09408755357692652,128,3,asynchronous
n010_061.bnet,random_mc,12.0,0.06465147949529959,128,3,asynchronous
n010_061.bnet,random_mc,13.0,0.08918271019356772,128,3,asynchronous
n010_061.bnet,random_mc,14.0,0.08953775568000842,128,3,asynchronous
n010_061.bnet,random_mc,15.0,0.08102811663495929,128,3,asynchronous
n010_061.bnet,random_mc,16.0,0.09260794021020756,128,3,asynchronous
n010_061.bnet,random_mc,17.0,0.09105862729111805,128,3,asynchronous
n010_061.bnet,random_mc,18.0,0.08799148133759484,128,3,asynchronous
n010_061.bnet,random_mc,19.0,0.08832627688594764,128,3,asynchronous
n010_061.bnet,random_mc,20.0,0.09531391201323752,128,3,asynchronous
n010_061.bnet,random_mc,21.0,0.10687548514454229,128,3,asynchronous
n010_061.bnet,random_mc,22.0,0.09834824207014699,128,3,asynchronous
n010_061.bnet,random_mc,23.0,0.09057686803787554,128,3,asynchronous
n010_061.bnet,random_mc,24.0,0.09193892430971728,128,3,asynchronous
n010_061.bnet,random_mc,25.0,0.09530826294546321,128,3,asynchronous
n010_061.bnet,random_mc,26.0,0.09506704546286716,128,3,asynchronous
n010_061.bnet,random_mc,27.0,0.0884144676048274,128,3,asynchronous
n010_061.bnet,random_mc,28.0,0.09366013337368034,128,3,asynchronous
n010_061.bnet,random_mc,29.0,0.06924126344782841,128,3,asynchronous
n010_063.bnet,sd_mc,,0.0355023473402347,32,2,asynchronous
n010_063.bnet,null_mc,,0.12587195875174104,32,2,asynchronous
n010_063.bnet,ref,,0.340358267124511,32,2,asynchronous
n010_063.bnet,random_mc,0.0,0.14532736574787658,32,2,asynchronous
n010_063.bnet,random_mc,1.0,0.1351935801595383,32,2,asynchronous
n010_063.bnet,random_mc,2.0,0.14620167560460914,32,2,asynchronous
n010_063.bnet,random_mc,3.0,0.1567813450724348,32,2,asynchronous
n010_063.bnet,random_mc,4.0,0.12587195875174104,32,2,asynchronous
n010_063.bnet,random_mc,5.0,0.11449072512000819,32,2,asynchronous
n010_063.bnet,random_mc,6.0,0.13429881546672665,32,2,asynchronous
n010_063.bnet,random_mc,7.0,0.08867305490640637,32,2,asynchronous
n010_063.bnet,random_mc,8.0,0.10360705858225902,32,2,asynchronous
n010_063.bnet,random_mc,9.0,0.09633368978700349,32,2,asynchronous
n010_063.bnet,random_mc,10.0,0.128151421967093,32,2,asynchronous
n010_063.bnet,random_mc,11.0,0.10485630771483467,32,2,asynchronous
n010_063.bnet,random_mc,12.0,0.13923531578673637,32,2,asynchronous
n010_063.bnet,random_mc,13.0,0.14298669313490772,32,2,asynchronous
n010_063.bnet,random_mc,14.0,0.11267050838734585,32,2,asynchronous
n010_063.bnet,random_mc,15.0,0.12443520686524488,32,2,asynchronous
n010_063.bnet,random_mc,16.0,0.08769113066090753,32,2,asynchronous
n010_063.bnet,random_mc,17.0,0.069181917544301,32,2,asynchronous
n010_063.bnet,random_mc,18.0,0.1389018022686442,32,2,asynchronous
n010_063.bnet,random_mc,19.0,0.12587195875174104,32,2,asynchronous
n010_063.bnet,random_mc,20.0,0.15576344560323935,32,2,asynchronous
n010_063.bnet,random_mc,21.0,0.1432053298391951,32,2,asynchronous
n010_063.bnet,random_mc,22.0,0.15528372744269817,32,2,asynchronous
n010_063.bnet,random_mc,23.0,0.1414369263632263,32,2,asynchronous
n010_063.bnet,random_mc,24.0,0.1282103338789027,32,2,asynchronous
n010_063.bnet,random_mc,25.0,0.12587195875174104,32,2,asynchronous
n010_063.bnet,random_mc,26.0,0.10512383368277257,32,2,asynchronous
n010_063.bnet,random_mc,27.0,0.1751976900477791,32,2,asynchronous
n010_063.bnet,random_mc,28.0,0.1187321821263586,32,2,asynchronous
n010_063.bnet,random_mc,29.0,0.11810208475472017,32,2,asynchronous
n010_069.bnet,sd_mc,,0.0864200480124722,32,2,asynchronous
n010_069.bnet,null_mc,,0.04689157726036747,32,2,asynchronous
n010_069.bnet,ref,,0.39012667175926974,32,2,asynchronous
n010_069.bnet,random_mc,0.0,0.10770378376152487,32,2,asynchronous
n010_069.bnet,random_mc,1.0,0.07702987978788325,32,2,asynchronous
n010_069.bnet,random_mc,2.0,0.03570914816308871,32,2,asynchronous
n010_069.bnet,random_mc,3.0,0.03181023527490816,32,2,asynchronous
n010_069.bnet,random_mc,4.0,0.02897095514272901,32,2,asynchronous
n010_069.bnet,random_mc,5.0,0.012425953453394504,32,2,asynchronous
n010_069.bnet,random_mc,6.0,0.024752131804297136,32,2,asynchronous
n010_069.bnet,random_mc,7.0,0.09165339454319406,32,2,asynchronous
n010_069.bnet,random_mc,8.0,0.056701684001115325,32,2,asynchronous
n010_069.bnet,random_mc,9.0,0.07764663531484693,32,2,asynchronous
n010_069.bnet,random_mc,10.0,0.0893317979582697,32,2,asynchronous
n010_069.bnet,random_mc,11.0,0.05338447886054538,32,2,asynchronous
n010_069.bnet,random_mc,12.0,0.037900426787062964,32,2,asynchronous
n010_069.bnet,random_mc,13.0,0.03928532948285297,32,2,asynchronous
n010_069.bnet,random_mc,14.0,0.00762524954508423,32,2,asynchronous
n010_069.bnet,random_mc,15.0,0.043660758840271985,32,2,asynchronous
n010_069.bnet,random_mc,16.0,0.1642074692189717,32,2,asynchronous
n010_069.bnet,random_mc,17.0,0.01214072508585577,32,2,asynchronous
n010_069.bnet,random_mc,18.0,0.03608358529317414,32,2,asynchronous
n010_069.bnet,random_mc,19.0,0.01773933008069012,32,2,asynchronous
n010_069.bnet,random_mc,20.0,0.04967105894208222,32,2,asynchronous
n010_069.bnet,random_mc,21.0,0.05589817793377979,32,2,asynchronous
n010_069.bnet,random_mc,22.0,0.03544018389053059,32,2,asynchronous
n010_069.bnet,random_mc,23.0,0.04114214258575608,32,2,asynchronous
n010_069.bnet,random_mc,24.0,0.06138311824357314,32,2,asynchronous
n010_069.bnet,random_mc,25.0,0.09603639921963361,32,2,asynchronous
n010_069.bnet,random_mc,26.0,0.06614946388476355,32,2,asynchronous
n010_069.bnet,random_mc,27.0,0.03582675438318761,32,2,asynchronous
n010_069.bnet,random_mc,28.0,0.03607594901260885,32,2,asynchronous
n010_069.bnet,random_mc,29.0,0.11656065090124051,32,2,asynchronous
n010_070.bnet,sd_mc,,0.0,2,2,asynchronous
n010_070.bnet,null_mc,,0.0,2,2,asynchronous
n010_070.bnet,ref,,0.0,2,2,asynchronous
n010_070.bnet,random_mc,0.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,1.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,2.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,3.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,4.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,5.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,6.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,7.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,8.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,9.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,10.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,11.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,12.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,13.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,14.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,15.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,16.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,17.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,18.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,19.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,20.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,21.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,22.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,23.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,24.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,25.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,26.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,27.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,28.0,0.0,2,2,asynchronous
n010_070.bnet,random_mc,29.0,0.0,2,2,asynchronous
n010_071.bnet,sd_mc,,0.0025524124404740943,32,2,asynchronous
n010_071.bnet,null_mc,,0.10925098643451535,32,2,asynchronous
n010_071.bnet,ref,,0.46036483145100765,32,2,asynchronous
n010_071.bnet,random_mc,0.0,0.14047848993911943,32,2,asynchronous
n010_071.bnet,random_mc,1.0,0.13462280024795334,32,2,asynchronous
n010_071.bnet,random_mc,2.0,0.09206018876519767,32,2,asynchronous
n010_071.bnet,random_mc,3.0,0.10091688711573266,32,2,asynchronous
n010_071.bnet,random_mc,4.0,0.11847042606152958,32,2,asynchronous
n010_071.bnet,random_mc,5.0,0.13283639641201678,32,2,asynchronous
n010_071.bnet,random_mc,6.0,0.10371586192784868,32,2,asynchronous
n010_071.bnet,random_mc,7.0,0.10387823991708527,32,2,asynchronous
n010_071.bnet,random_mc,8.0,0.12810300882006964,32,2,asynchronous
n010_071.bnet,random_mc,9.0,0.11385196934493659,32,2,asynchronous
n010_071.bnet,random_mc,10.0,0.12827962118806097,32,2,asynchronous
n010_071.bnet,random_mc,11.0,0.09342284240266059,32,2,asynchronous
n010_071.bnet,random_mc,12.0,0.12229256954061288,32,2,asynchronous
n010_071.bnet,random_mc,13.0,0.10255683031062193,32,2,asynchronous
n010_071.bnet,random_mc,14.0,0.11535800281740631,32,2,asynchronous
n010_071.bnet,random_mc,15.0,0.11434268537414626,32,2,asynchronous
n010_071.bnet,random_mc,16.0,0.134602732942927,32,2,asynchronous
n010_071.bnet,random_mc,17.0,0.10418445066323069,32,2,asynchronous
n010_071.bnet,random_mc,18.0,0.10921980289076069,32,2,asynchronous
n010_071.bnet,random_mc,19.0,0.07231069764043116,32,2,asynchronous
n010_071.bnet,random_mc,20.0,0.10674683018831399,32,2,asynchronous
n010_071.bnet,random_mc,21.0,0.13376869465937233,32,2,asynchronous
n010_071.bnet,random_mc,22.0,0.11801265398875704,32,2,asynchronous
n010_071.bnet,random_mc,23.0,0.14900012409465954,32,2,asynchronous
n010_071.bnet,random_mc,24.0,0.09574871966759058,32,2,asynchronous
n010_071.bnet,random_mc,25.0,0.08942055121860512,32,2,asynchronous
n010_071.bnet,random_mc,26.0,0.1005730435028528,32,2,asynchronous
n010_071.bnet,random_mc,27.0,0.0896362721928868,32,2,asynchronous
n010_071.bnet,random_mc,28.0,0.12145659766540941,32,2,asynchronous
n010_071.bnet,random_mc,29.0,0.11879109681756095,32,2,asynchronous
n010_074.bnet,sd_mc,,0.1429359160666897,1024,3,asynchronous
